City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
519,Marfino,RU,55.7028,37.3822,34.05,75,75,6.71,light snow,2022-03-14 01:33:53
520,Severodvinsk,RU,64.5635,39.8302,28.51,98,65,4.5,broken clouds,2022-03-14 01:33:54
521,Bintulu,MY,3.1667,113.0333,81.01,94,75,3.44,broken clouds,2022-03-14 01:33:54
522,Maningrida,AU,-12.0667,134.2667,83.77,72,100,10.94,moderate rain,2022-03-14 01:33:55
523,Pilar,BR,-9.5972,-35.9567,75.13,83,96,3.78,overcast clouds,2022-03-14 01:33:55
524,Khargapur,IN,24.823,79.144,75.18,24,0,3.96,clear sky,2022-03-14 01:33:56
525,Skjervoy,NO,70.0311,20.9714,38.48,65,79,11.83,broken clouds,2022-03-14 01:33:56
526,Port Lincoln,AU,-34.7333,135.8667,78.71,50,28,9.55,scattered clouds,2022-03-14 01:33:57
527,Elizabeth City,US,36.2946,-76.2511,41.99,66,0,10.36,clear sky,2022-03-14 01:33:03
528,Trincomalee,LK,8.5711,81.2335,80.91,70,99,11.56,overcast clouds,2022-03-14 01:33:58
529,Kampot,KH,10.6167,104.1833,84.25,69,96,7.56,overcast clouds,2022-03-14 01:33:58
530,Fortuna,US,40.5982,-124.1573,54.93,65,0,11.5,clear sky,2022-03-14 01:32:56
531,Puerto Padre,CU,21.195,-76.6028,76.44,82,6,11.3,clear sky,2022-03-14 01:33:59
532,Broken Hill,AU,-31.95,141.4333,67.71,88,75,11.5,light rain,2022-03-14 01:34:00
533,Batticaloa,LK,7.7102,81.6924,80.01,76,83,7.78,broken clouds,2022-03-14 01:34:00
534,Leningradskiy,RU,69.3833,178.4167,-2.02,93,85,9.04,overcast clouds,2022-03-14 01:34:01
535,Plettenberg Bay,ZA,-34.0527,23.3716,59.85,82,100,14.83,light rain,2022-03-14 01:34:01
536,Tomatlan,MX,19.9333,-105.25,66.07,90,10,2.06,clear sky,2022-03-14 01:34:02
537,Chumikan,RU,54.7183,135.315,20.5,83,92,7.83,overcast clouds,2022-03-14 01:34:02
538,Kaeo,NZ,-35.1,173.7833,77.32,68,17,10.49,few clouds,2022-03-14 01:34:03
539,Vila Velha,BR,-20.3297,-40.2925,78.75,90,20,5.75,few clouds,2022-03-14 01:32:04
540,Autazes,BR,-3.5797,-59.1306,73.98,98,100,1.99,heavy intensity rain,2022-03-14 01:34:04
541,Cumaru,BR,-8.0061,-35.6972,73.35,88,83,3.33,broken clouds,2022-03-14 01:34:04
542,Port-Gentil,GA,-0.7193,8.7815,81.37,79,99,7.58,light rain,2022-03-14 01:34:05
543,Biak,ID,-0.9131,122.8766,81.39,73,75,0.65,broken clouds,2022-03-14 01:34:05
544,Avera,US,33.194,-82.5271,42.55,36,1,5.21,clear sky,2022-03-14 01:34:06
545,Baicheng,CN,45.6167,122.8167,32.59,50,100,12.08,overcast clouds,2022-03-14 01:34:06
546,Changtu,CN,42.7788,124.0955,33.75,99,100,7.43,snow,2022-03-14 01:34:07
547,Lokoja,NG,7.8024,6.743,79.77,64,34,2.04,scattered clouds,2022-03-14 01:34:07
548,Moyale,KE,3.5167,39.0584,70.56,45,83,5.75,broken clouds,2022-03-14 01:34:08
549,Ambulu,ID,-8.345,113.6058,84.49,71,97,0.74,overcast clouds,2022-03-14 01:34:08
550,Las Vegas,US,36.175,-115.1372,74.64,13,0,8.05,clear sky,2022-03-14 01:34:07
551,Walvis Bay,NA,-22.9575,14.5053,62.1,94,35,3.44,scattered clouds,2022-03-14 01:34:09
552,Ust-Kulom,RU,61.6864,53.6902,13.5,97,100,5.53,overcast clouds,2022-03-14 01:34:10
553,Collie,AU,-33.3667,116.15,80.11,46,18,4.29,few clouds,2022-03-14 01:34:10
554,San Juan,AR,-31.5375,-68.5364,75.02,36,0,8.41,clear sky,2022-03-14 01:31:05
555,Mizan Teferi,ET,6.9833,35.5833,66.06,66,100,3.15,overcast clouds,2022-03-14 01:34:11
556,Catmondaan,PH,10.6861,124.0139,85.46,72,96,5.44,overcast clouds,2022-03-14 01:34:11
557,Oschatz,DE,51.3,13.1167,42.12,53,0,8.77,clear sky,2022-03-14 01:34:12
558,Salinas,US,36.6777,-121.6555,65.57,56,0,6.91,clear sky,2022-03-14 01:29:59
559,Vikhorevka,RU,56.1201,101.1636,-9.76,93,98,2.44,overcast clouds,2022-03-14 01:34:12
560,Teya,RU,60.3778,92.6267,-8.05,96,73,0.54,broken clouds,2022-03-14 01:34:13
561,Mana,GF,5.6592,-53.7767,76.05,93,100,9.31,light rain,2022-03-14 01:34:14
562,Buchanan,LR,5.8808,-10.0467,78.39,90,92,5.44,light rain,2022-03-14 01:34:14
563,Aktas,KZ,49.7789,72.9608,26.35,95,100,9.48,light snow,2022-03-14 01:34:14
564,Carroll,US,39.5501,-77.0164,38.5,56,100,0.0,overcast clouds,2022-03-14 01:34:15
565,Zimapan,MX,20.75,-99.35,50.11,69,2,4.79,clear sky,2022-03-14 01:34:15
566,Nabire,ID,-3.3667,135.4833,82.04,78,100,1.92,overcast clouds,2022-03-14 01:34:16
567,Gizo,SB,-8.103,156.8419,85.66,62,85,6.4,overcast clouds,2022-03-14 01:34:16
568,Halden,NO,59.1226,11.3871,32.63,58,84,4.0,broken clouds,2022-03-14 01:34:17
569,Talcahuano,CL,-36.7167,-73.1167,62.28,72,0,4.61,clear sky,2022-03-14 01:34:18
570,Kortkeros,RU,61.8106,51.5806,19.4,98,100,3.62,overcast clouds,2022-03-14 01:34:18
571,Pahrump,US,36.2083,-115.9839,68.05,17,42,1.9,scattered clouds,2022-03-14 01:34:19
572,Ust-Kuyga,RU,70.0167,135.6,-13.9,95,97,1.14,overcast clouds,2022-03-14 01:34:19
573,Huarmey,PE,-10.0681,-78.1522,73.51,78,100,7.94,overcast clouds,2022-03-14 01:34:20
574,Murgab,TM,37.4966,61.9714,53.47,82,75,6.91,light rain,2022-03-14 01:34:20
575,Dunedin,NZ,-45.8742,170.5036,66.79,62,45,4.0,scattered clouds,2022-03-14 01:31:12
576,Turayf,SA,31.6725,38.6637,35.85,93,0,11.5,clear sky,2022-03-14 01:34:21
577,Bitung,ID,1.4451,125.1824,81.45,67,12,2.15,few clouds,2022-03-14 01:34:21
578,Gwanda,ZW,-20.9333,29.0,64.72,73,57,6.26,broken clouds,2022-03-14 01:34:22
579,Qaqortoq,GL,60.7167,-46.0333,27.52,81,100,10.74,snow,2022-03-14 01:34:22
580,Alyangula,AU,-13.8483,136.4192,84.07,89,100,4.61,moderate rain,2022-03-14 01:34:23
581,Lazaro Cardenas,MX,17.9583,-102.2,74.08,79,0,5.59,clear sky,2022-03-14 01:34:23
582,Villa Hayes,PY,-25.0931,-57.5236,73.53,60,0,4.61,clear sky,2022-03-14 01:34:24
583,Tonj,SS,7.2737,28.6822,81.21,32,100,4.09,overcast clouds,2022-03-14 01:30:19
584,Caravelas,BR,-17.7125,-39.2481,77.61,86,100,4.79,overcast clouds,2022-03-14 01:34:25
585,Sobolevo,RU,54.4299,31.8996,27.55,91,99,8.61,overcast clouds,2022-03-14 01:34:25
586,Kalmunai,LK,7.4167,81.8167,78.94,80,68,7.56,broken clouds,2022-03-14 01:34:26
587,Jatai,BR,-17.8814,-51.7144,68.22,94,59,2.71,broken clouds,2022-03-14 01:34:26
588,Astana,KZ,51.1801,71.446,17.55,93,100,4.47,overcast clouds,2022-03-14 01:34:27
589,Eyl,SO,7.9803,49.8164,74.3,81,73,10.25,broken clouds,2022-03-14 01:34:27
590,Kangaatsiaq,GL,68.3065,-53.4641,-1.3,96,100,10.11,overcast clouds,2022-03-14 01:34:28
591,Barma,SL,8.35,-11.3333,72.01,99,60,2.06,broken clouds,2022-03-14 01:34:28
592,Grand Gaube,MU,-20.0064,57.6608,78.39,84,100,5.01,overcast clouds,2022-03-14 01:34:29
593,Road Town,VG,18.4167,-64.6167,77.04,78,20,13.8,few clouds,2022-03-14 01:32:10
594,Shar,KZ,49.5886,81.0453,11.23,96,88,4.68,overcast clouds,2022-03-14 01:34:30
595,Rongcheng,CN,30.634,117.8517,78.57,62,98,3.42,overcast clouds,2022-03-14 01:34:30
596,Marrakesh,MA,31.6315,-8.0083,57.27,82,40,5.75,scattered clouds,2022-03-14 01:34:31
597,Kenai,US,60.5544,-151.2583,32.02,57,100,29.93,overcast clouds,2022-03-14 01:34:31
598,Galesong,ID,-5.3166,119.3661,82.42,75,74,3.69,broken clouds,2022-03-14 01:34:32
599,Brzeg Dolny,PL,51.273,16.7082,33.08,53,0,7.7,clear sky,2022-03-14 01:34:32
600,Augusto Correa,BR,-1.0217,-46.635,74.82,98,100,1.9,overcast clouds,2022-03-14 01:34:33
601,Kyabe,TD,9.4515,18.9449,83.53,32,20,4.36,few clouds,2022-03-14 01:34:33
602,Acajutla,SV,13.5928,-89.8275,80.49,67,32,7.56,scattered clouds,2022-03-14 01:34:34
603,Ponezhukay,RU,44.8876,39.3855,28.83,89,89,2.93,overcast clouds,2022-03-14 01:34:34
604,Bolu,TR,40.6667,31.5833,12.78,87,17,2.68,few clouds,2022-03-14 01:34:35
605,Ouallam,NE,14.3188,2.0866,79.34,17,34,11.48,scattered clouds,2022-03-14 01:34:35
606,Kabugao,PH,18.0217,121.1842,86.52,62,94,2.64,overcast clouds,2022-03-14 01:34:36
607,Lebyazhye,RU,55.2689,66.4947,8.78,95,100,8.41,light snow,2022-03-14 01:34:36
608,Isabela,PH,6.7085,121.9711,84.25,76,100,4.21,overcast clouds,2022-03-14 01:34:36
609,Sheltozero,RU,61.3667,35.3667,7.99,100,93,3.53,overcast clouds,2022-03-14 01:34:37
610,Razdolinsk,RU,58.4211,94.6658,-5.3,91,9,4.74,clear sky,2022-03-14 01:34:38
611,Muros,ES,42.7762,-9.0603,45.84,94,100,6.82,light rain,2022-03-14 01:34:38
612,Oia,PT,40.5426,-8.5386,47.39,87,94,5.88,overcast clouds,2022-03-14 01:34:38
613,Baruun-Urt,MN,46.6806,113.2792,27.97,57,57,14.18,broken clouds,2022-03-14 01:34:39
614,Laukaa,RU,58.7372,29.8453,23.81,98,97,2.59,overcast clouds,2022-03-14 01:34:40
615,Lages,BR,-27.8161,-50.3261,60.28,100,100,2.62,light rain,2022-03-14 01:34:40
616,Jagatsinghapur,IN,20.2667,86.1667,73.76,64,17,3.65,few clouds,2022-03-14 01:34:40
617,Pacific Grove,US,36.6177,-121.9166,61.21,77,0,6.91,clear sky,2022-03-14 01:34:41
618,Surt,LY,31.2089,16.5887,55.15,70,0,14.29,clear sky,2022-03-14 01:34:41
619,San Rafael,AR,-34.6177,-68.3301,70.18,42,0,6.69,clear sky,2022-03-14 01:30:38
620,Teahupoo,PF,-17.8333,-149.2667,80.56,71,80,8.93,broken clouds,2022-03-14 01:34:42
621,Chesley,CA,44.2966,-81.0952,30.79,88,99,12.55,overcast clouds,2022-03-14 01:34:00
622,Berdigestyakh,RU,62.0989,126.6992,2.21,86,100,5.61,overcast clouds,2022-03-14 01:34:43
623,High Prairie,CA,55.4334,-116.4858,8.98,96,100,3.49,overcast clouds,2022-03-14 01:30:29
624,Nome,US,64.5011,-165.4064,26.67,28,0,14.97,clear sky,2022-03-14 01:34:44
625,Potters Bar,GB,51.6935,-0.1784,45.05,95,17,5.48,few clouds,2022-03-14 01:34:44
626,Jarvakandi,EE,58.7789,24.8258,22.95,93,43,3.87,scattered clouds,2022-03-14 01:34:45
627,Skibotn,NO,69.3913,20.2679,31.21,70,97,9.24,overcast clouds,2022-03-14 01:34:45
628,Dingle,PH,10.9995,122.6711,86.38,67,80,7.87,broken clouds,2022-03-14 01:34:46
629,Keffi,NG,8.8486,7.8736,78.8,43,8,3.47,clear sky,2022-03-14 01:34:46
630,Luang Prabang,LA,19.8856,102.1347,76.96,88,20,0.0,mist,2022-03-14 01:34:47
631,Nador,MA,35.174,-2.9287,59.25,82,0,4.61,clear sky,2022-03-14 01:34:48
632,Aykhal,RU,66.0,111.5,-10.88,95,49,2.84,scattered clouds,2022-03-14 01:34:48
633,Port-Cartier,CA,50.0334,-66.8654,12.42,74,21,13.2,few clouds,2022-03-14 01:34:49
634,Lavumisa,SZ,-27.31,31.892,67.68,97,11,4.09,few clouds,2022-03-14 01:34:49
635,Rurrenabaque,BO,-14.4413,-67.5278,71.55,92,100,1.19,overcast clouds,2022-03-14 01:34:50
636,Bairiki,KI,1.3292,172.9752,86.0,66,20,10.36,few clouds,2022-03-14 01:34:50
637,Bukachacha,RU,52.9833,116.9167,18.07,80,100,3.71,overcast clouds,2022-03-14 01:34:51
638,Taltal,CL,-25.4,-70.4833,67.53,79,10,5.19,clear sky,2022-03-14 01:30:30
639,Roma,US,43.2128,-75.4557,26.87,70,100,4.61,overcast clouds,2022-03-14 01:34:52
640,Nanakuli,US,21.3906,-158.1547,84.15,56,0,16.11,clear sky,2022-03-14 01:34:52
641,Rocha,UY,-34.4833,-54.3333,56.26,94,1,3.49,clear sky,2022-03-14 01:34:53
642,Boueni,YT,-12.9025,45.0761,78.78,75,93,7.25,overcast clouds,2022-03-14 01:34:53
643,Cabo San Lucas,MX,22.8909,-109.9124,73.71,53,40,8.05,scattered clouds,2022-03-14 01:33:20
644,Ratnagiri,IN,16.9833,73.3,81.16,36,6,4.54,clear sky,2022-03-14 01:34:54
645,Lienz,AT,46.8289,12.769,34.9,94,6,4.0,clear sky,2022-03-14 01:34:54
646,Ruwi,OM,23.5996,58.5507,76.69,56,8,2.53,clear sky,2022-03-14 01:34:55
647,Ulaangom,MN,49.9811,92.0667,13.71,89,45,2.13,scattered clouds,2022-03-14 01:34:55
648,Pokhara,NP,28.2333,83.9833,72.03,24,1,0.98,clear sky,2022-03-14 01:34:56
649,Yar-Sale,RU,66.8333,70.8333,-4.41,100,100,6.53,overcast clouds,2022-03-14 01:34:56
650,San Luis Obispo,US,35.3666,-120.5343,56.39,76,0,23.02,clear sky,2022-03-14 01:33:46
651,Maniitsoq,GL,65.4167,-52.9,3.85,84,100,22.5,overcast clouds,2022-03-14 01:34:57
652,Nantucket,US,41.2835,-70.0995,35.74,57,75,25.32,broken clouds,2022-03-14 01:34:58
653,Bam,IR,29.106,58.357,69.75,27,14,3.67,few clouds,2022-03-14 01:34:58
654,Dodola,ET,6.9833,39.1833,50.88,61,100,2.04,overcast clouds,2022-03-14 01:34:59
655,Khandyga,RU,62.6667,135.6,6.03,89,100,0.89,overcast clouds,2022-03-14 01:34:59
656,Luchegorsk,RU,46.4764,134.2569,29.01,86,92,4.18,overcast clouds,2022-03-14 01:35:00
657,Youkounkoun,GN,12.5333,-13.1333,77.61,47,16,6.78,few clouds,2022-03-14 01:35:00
658,Byron Bay,AU,-28.65,153.6167,73.71,78,89,11.72,overcast clouds,2022-03-14 01:35:01
659,Allapalli,IN,19.4167,80.0667,75.04,22,0,1.86,clear sky,2022-03-14 01:35:01
660,Aswan,EG,24.0934,32.907,54.14,41,0,15.32,clear sky,2022-03-14 01:35:02
661,Kasangulu,CD,-4.5911,15.1708,74.34,93,100,2.55,overcast clouds,2022-03-14 01:35:02
